Unnamed: 0,Image,Link,Price,Product Name,Reviews,label
0,https://n11scdn.akamaized.net/a1/226_339/10/26/06/69/IMG-4151383438322868444.jpg,https://www.n11.com/urun/onda-oliver-book-a1-n5030-8-gb-128-gb-ssd-101-w11p-ips-dokunmatik-tablet-pc-54317571,4.999 TL,"Onda Oliver Book A1 N5030 8 GB 128 GB SSD 10.1"" W11P IPS Dokunmatik Tablet PC",Boyutuna göre güzel iş çıkarıyor fiyat performans ürünü.,pozitif
0,https://n11scdn.akamaized.net/a1/226_339/10/26/06/69/IMG-4151383438322868444.jpg,https://www.n11.com/urun/onda-oliver-book-a1-n5030-8-gb-128-gb-ssd-101-w11p-ips-dokunmatik-tablet-pc-54317571,4.999 TL,"Onda Oliver Book A1 N5030 8 GB 128 GB SSD 10.1"" W11P IPS Dokunmatik Tablet PC",29.01.2025,nötr
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos",Gayet iyi bir laptop.İndirimdeyken aldım öğrenci indirimle daha da uyguna olacak.Ben mühendislik için aldım bana yeteceğini düşünüyorum. Oyun için almadım okul ve rutin ofis işleri için aldım fakat oyun da oynanır lol vs. Bilgisayar fiziksel olarak güzel gözüküyor ön kasası falan gayet güzel fakat masaya koyduğumuz kısım arka kasası yani plastiğimsi biraz çok da sorun değil zeminde kalıyor zaten.Rengi falan da güzel.Klavyesi de aynı şekilde yumuşak fakat klavye aydınlatması yok. 3 tane usb giriş portu olması iyi gayet.Havalandırma çıkışlarının yeterli olduğunu düşünüyorum. Ekrana gelecek olursak tn panel fakat asusun dediğine göre tn ıps arası bir şey.Gözü yormuyor falan yazmışlar testler yapılmış çok uzun süre kullanmadım ama ekranı hakkında bazı olumsuz yorumlar olsa da ben memnun kaldım.Ram artırılabilir olması da iyi gayet.16 g ram i3 12.nesil ile çoğu işinizi yapabilirsiniz galiba grafik gerektirmeyen uygulamalar için. Ses kalitesi de iyi bence.Sarj süresi ne kadar gidiyor ölçmedim fakat u işlemcisine sahip olduğu için daha az enerji tüketiyor böylece daha fazla verim alınabilir diye düşünüyorum sarj konusunda.Genel olarak memnunum ben.7 yıllık laptopum da Asus du seviyorum asus kalitesini.,pozitif
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos",genel nette ve ofis programları için ideal öğrencinin de işini görür ama oyun oynamayacaksa,pozitif
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos","Kasa kalitesi, ekran kalitesi gibi konularda handikapları olsa da görünen özelliklerini ele alarak incelediğimde güzel bir ofis bilgisayarı fiyatına göre. Ofiste günlük işlerimi gayet görüyor, ara ara internette bir şeyler izlemek için kullanıyorum bir de",pozitif
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos","bu kullanış şekli için gayet yeterli, daha farklı beklentileriniz varsa özelliklerine göre bakabilirsiniz. Bu performans üstünde bir beklentiyle alınabilecek bir ürün olduğunu düşünmüyorum ama, freedos olarak geliyor belirtildiği gibi. Şarj süresi ortalama 5 saat gibi, kullanım yoğunluğuna bağlı olarak değişebilir elbette ama kesinlikle hızlı doluyor bataryası. Hafif olmasını da beğendim.",pozitif
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos",Çok beğendim zarif rengi güzel şarjı iyi,pozitif
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos",Laptop fena değil ekranının daha iyi olmasını bir de klavyede basitte olsa bir aydınlatma beklerdim. Bunların dışında 1000 TL'lik bir fiyat düşüşü olması iyi olmadı demek ki sadece Temmuz ayında Amazon'dan alışveriş yapmak gerek oysaki ben de indirimdeyken almıştım.,nötr
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos","Oyun veya özel çizim tasarım programları gibi ekran, depolama ve hafıza isteyen işler yapılmayacaksa bence en iyi seçim en basit olanıdır. Temel işlevler için gayet yeterlidir.",pozitif
1,https://m.media-amazon.com/images/I/51FErozFOZL._AC_UL320_.jpg,https://www.amazon.com.tr/Notebook-Laptop-F1502ZA-EJ1531-i3-1215U-%C4%B0%C5%9Flemci/dp/B0CJYF4XT8/ref=sr_1_181?dib=eyJ2IjoiMSJ9.Z7LY3menxp1_Dm_2Y0IKTxXEhg9jgBIhYmmQ6dyP60sIs2TbxdJKnO9CI-5MQr6Kv1rLdNIYD6yv9ibtT-6vko-jBSZGJHVrmA53ir0DrnkgQrC16gnmina_LVCSYKRqhCMzY5KKPmHJmt6fZPy6MtfSf0EZDmU32y3dNW0ZNPj0Oh14fR3xLgyw4bb9BRCB6bau3YUb5LHeUQawA6QWVp9Y_4VcgKAS7ZpEZVjGpvYs1XCJaCPcoyAl581h3fGE3WZbpCIAMIjdoD6pbktVFf5JB-yCErcyU3Us-iJSXFEpe14d0ZIv8xcWJTFm5IeDFYuLfjERnqWcgqW-VTBe8sveg2c9r2q8aCh5VtDpiQg.67tQ3KSI4k6nN5EG_23C9J0RumI9yjBnAkCYcPreMlw&dib_tag=se&qid=1738968042&s=computers&sr=1-181,13.649 TL,"Asus Notebook Laptop, F1502ZA-EJ1531 FHD, i3-1215U İşlemci, 8 GB RAM, 256 GB SSD, Share, Dos","ürün kaliteli, kasa sağlam plastikten taş gibi. ekran kalitesi ve parlaklığı da gayet yeterli, film izlerken bile rahatsız etmiyor. sıcaklık sorunu yok 40-45 c arası dalgalanıyor fan neredeyse hiç çalışmıyor. i3 işlemci olduğuna bakmayın 11. nesil i5 ile neredeyse aynı sürede kod derliyor. klavye kullanımı keyifli eğilip bükülmeyen malzeme kullanmışlar. ubuntu 23.10 wayland ile tam uyumlu (6.5.0 kernel)",pozitif
